"SITE_ID","SITE_NAME","DATA_SOURCE","DATA_USE","LOCATION_LAT","LOCATION_LONG","ELEV_M","IGBP","PET_sum","PPT_sum","TC_aridity"
"US-Me2","Metolius mature ponderosa pine","ONEFlux","CC-BY-4.0",44.4523,-121.5574,1253,"ENF",918.6,808.1,0.87970825168735
"US-Men","Lake Mendota, Center for Limnology Site","ONEFlux","CC-BY-4.0",43.0772,-89.403,260,"WAT",801.3,850.7,1.06164981904405
"US-MMS","Morgan Monroe State Forest","ONEFlux","CC-BY-4.0",39.3232,-86.4131,275,"DBF",921.6,1133.4,1.22981770833333
"US-Mpj","Mountainair Pinyon-Juniper Woodland","ONEFlux","CC-BY-4.0",34.4385,-106.2377,2196,"WSA",1391.8,404.8,0.290846385974996
"US-Oho","Oak Openings","ONEFlux","CC-BY-4.0",41.5545,-83.8438,230,"DBF",851.4,872.5,1.02478271082922
"US-OWC","Old Woman Creek","ONEFlux","CC-BY-4.0",41.3795,-82.5125,174,"WET",876.7,921.8,1.05144291091593
"US-Pnp","Lake Mendota, Picnic Point Site","ONEFlux","CC-BY-4.0",43.0896,-89.4158,260,"WAT",798.1,841.4,1.05425385290064
"US-Prr","Poker Flat Research Range Black Spruce Forest","ONEFlux","CC-BY-4.0",65.1237,-147.4876,210,"ENF",411,314.3,0.764720194647202
"US-Rls","RCEW Low Sagebrush","ONEFlux","CC-BY-4.0",43.1439,-116.7356,1608,"CSH",1039.6,352.8,0.339361292804925
"US-Rms","RCEW Mountain Big Sagebrush","ONEFlux","CC-BY-4.0",43.0645,-116.7486,2111,"CSH",928.3,422.2,0.454809867499731
"US-Ro1","Rosemount- G21","ONEFlux","CC-BY-4.0",44.7143,-93.0898,260,"CRO",794.4,780.7,0.982754279959718
"US-Ro4","Rosemount Prairie","ONEFlux","CC-BY-4.0",44.6781,-93.0723,274,"GRA",792.4,778.8,0.982836951034831
"US-Ro5","Rosemount I18_South","ONEFlux","CC-BY-4.0",44.691,-93.0576,283,"CRO",792.4,778.8,0.982836951034831
"US-Ro6","Rosemount I18_North","ONEFlux","CC-BY-4.0",44.6946,-93.0578,282,"CRO",792.4,778.8,0.982836951034831
"US-Rws","Reynolds Creek Wyoming big sagebrush","ONEFlux","CC-BY-4.0",43.1675,-116.7132,1425,"OSH",1098,290.8,0.264845173041894
"US-Seg","Sevilleta grassland","ONEFlux","CC-BY-4.0",34.3623,-106.702,1622,"GRA",1572.7,252.7,0.160679086920582
"US-Ses","Sevilleta shrubland","ONEFlux","CC-BY-4.0",34.3349,-106.7442,1604,"OSH",1572.6,245.5,0.156110899147908
"US-SRG","Santa Rita Grassland","ONEFlux","CC-BY-4.0",31.7894,-110.8277,1291,"GRA",1658.9,547.5,0.330037976972693
"US-Tw1","Twitchell Wetland West Pond","ONEFlux","CC-BY-4.0",38.1074,-121.6469,-5,"WET",1312.7,377.1,0.287270511160204
"US-Tw2","Twitchell Corn","ONEFlux","CC-BY-4.0",38.1047,-121.6433,-5,"CRO",1312.7,377.1,0.287270511160204
"US-Tw4","Twitchell East End Wetland","ONEFlux","CC-BY-4.0",38.1027,-121.6413,-5,"WET",1312.7,377.1,0.287270511160204
"US-Uaf","University of Alaska, Fairbanks","ONEFlux","CC-BY-4.0",64.8663,-147.8555,155,"ENF",433.1,293.5,0.677672592934657
"US-UMB","Univ. of Mich. Biological Station","ONEFlux","CC-BY-4.0",45.5598,-84.7138,234,"DBF",708.4,810.4,1.14398644833427
"US-UMd","UMBS Disturbance","ONEFlux","CC-BY-4.0",45.5625,-84.6975,239,"DBF",710,797.7,1.12352112676056
"US-Vcm","Valles Caldera Mixed Conifer","ONEFlux","CC-BY-4.0",35.8884,-106.5321,3003,"ENF",836.9,708.3,0.846337674752061
"US-Vcp","Valles Caldera Ponderosa Pine","ONEFlux","CC-BY-4.0",35.8624,-106.5974,2542,"ENF",962.6,602.1,0.625493455225431
"US-Wgr","Willamette Grass","ONEFlux","CC-BY-4.0",45.1129,-122.656,52,"CRO",907.4,1177.9,1.29810447432224
"US-Wjs","Willard Juniper Savannah","ONEFlux","CC-BY-4.0",34.4255,-105.8615,1931,"SAV",1462.2,341.7,0.233688961838326
"BE-Bra","Brasschaat","ICOS-2018","CC-BY-4.0",51.30761,4.51984,16,"MF",703,840.7,1.19587482219061
"BE-Lon","Lonzee","ICOS-2018","CC-BY-4.0",50.5516,4.7462,167,"CRO",693.3,833.8,1.20265397374874
"BE-Vie","Vielsalm","ICOS-2018","CC-BY-4.0",50.30493,5.99812,493,"MF",629.2,1144.3,1.81865861411316
"CH-Aws","Alp Weissenstein","ICOS-2018","CC-BY-4.0",46.583194,9.790417,NA,"GRA",363.3,1151,3.1681805670245
"CH-Cha","Chamau","ICOS-2018","CC-BY-4.0",47.21022,8.41044,393,"GRA",678.6,1208.7,1.78116710875332
"CH-Dav","Davos","ICOS-2018","CC-BY-4.0",46.81533,9.85591,1639,"ENF",504.1,1093.9,2.17000595120016
"CH-Fru","Früebüel","ICOS-2018","CC-BY-4.0",47.11583,8.53778,982,"GRA",665.2,1410.8,2.12086590499098
"CH-Lae","Laegern","ICOS-2018","CC-BY-4.0",47.47833,8.36439,689,"MF",681.6,1175.2,1.72417840375587
"CH-Oe2","Oensingen Crop","ICOS-2018","CC-BY-4.0",47.286417,7.73375,NA,"CRO",680.9,1151.7,1.69143780290792
"CZ-BK1","Bily Kriz forest","ICOS-2018","CC-BY-4.0",49.50208,18.53688,875,"ENF",563,1012.8,1.79893428063943
"CZ-Lnz","Lanzhot","ICOS-2018","CC-BY-4.0",48.681611,16.946416,NA,"MF",814.7,664.2,0.815269424327973
"CZ-RAJ","Rajec","ICOS-2018","CC-BY-4.0",49.4437236,16.6965125,NA,"ENF",680.9,615.1,0.903363195770304
"CZ-Stn","Stitna","ICOS-2018","CC-BY-4.0",49.035975,17.9699,NA,"DBF",687,800.4,1.16506550218341
"CZ-wet","Trebon (CZECHWET)","ICOS-2018","CC-BY-4.0",49.02465,14.77035,426,"WET",653.5,653.9,1.00061208875287
"DE-Akm","Anklam","ICOS-2018","CC-BY-4.0",53.86617,13.68342,NA,"WET",625.1,587.8,0.940329547272436
"DE-Geb","Gebesee","ICOS-2018","CC-BY-4.0",51.09973,10.91463,NA,"CRO",658.8,528.7,0.802519732847602
"DE-Gri","Grillenburg","ICOS-2018","CC-BY-4.0",50.95004,13.51259,385,"GRA",660.6,821.1,1.24296094459582
"DE-Hai","Hainich","ICOS-2018","CC-BY-4.0",51.07921,10.45217,430,"DBF",662.1,912.8,1.37864370940945
"DE-HoH","Hohes Holz","ICOS-2018","CC-BY-4.0",52.085306,11.219222,NA,"DBF",695.1,597,0.858869227449288
"DE-Hte","Huetelmoor","ICOS-2018","CC-BY-4.0",54.210278,12.176111,NA,"WET",597.2,608,1.01808439383791
"DE-Hzd","Hetzdorf","ICOS-2018","CC-BY-4.0",50.96381,13.48978,NA,"DBF",677.3,789.4,1.1655101136867
"DE-Kli","Klingenberg","ICOS-2018","CC-BY-4.0",50.89306,13.52238,NA,"CRO",646.4,859.2,1.32920792079208
"DE-Obe","Oberbärenburg","ICOS-2018","CC-BY-4.0",50.78666,13.72129,734,"ENF",557.8,839.5,1.50501972032987
"DE-RuR","Rollesbroich","ICOS-2018","CC-BY-4.0",50.6219142,6.3041256,NA,"GRA",619.8,1108.4,1.78831881252017
"DE-RuS","Selhausen Juelich","ICOS-2018","CC-BY-4.0",50.86590702,6.447144704,NA,"CRO",700.7,743.2,1.0606536320822
"DE-RuW","Westebach","ICOS-2018","CC-BY-4.0",50.50490703,6.33101886,NA,"ENF",579.3,1195.8,2.06421543241844
"DE-Tha","Tharandt","ICOS-2018","CC-BY-4.0",50.96256,13.56515,385,"ENF",677.5,764.9,1.1290036900369
"DK-Sor","Soroe","ICOS-2018","CC-BY-4.0",55.48587,11.64464,40,"DBF",639.4,641.7,1.00359712230216
"ES-Abr","Albuera","ICOS-2018","CC-BY-4.0",38.701839,-6.785881,NA,NA,1342.8,562.3,0.418751861781352
"ES-LM1","Majadas del Tietar North","ICOS-2018","CC-BY-4.0",39.94269,-5.778683,NA,"SAV",1227.8,468.9,0.381902589998371
"ES-LM2","Majadas del Tietar South","ICOS-2018","CC-BY-4.0",39.934592,-5.775881,NA,"SAV",1227.8,468.9,0.381902589998371
"FI-Hyy","Hyytiala","ICOS-2018","CC-BY-4.0",61.84741,24.29477,181,"ENF",447.4,676.6,1.51229324988824
"FI-Let","Lettosuo","ICOS-2018","CC-BY-4.0",60.64183,23.95952,NA,"ENF",478.1,679.1,1.4204141393014
"FI-Sii","Siikaneva","ICOS-2018","CC-BY-4.0",61.83265,24.19285,NA,"WET",448.2,678.9,1.51472556894244
"FI-Var","Varrio","ICOS-2018","CC-BY-4.0",67.7549,29.61,NA,"ENF",319.7,598.6,1.8723803565843
"FR-Bil","Bilos","ICOS-2018","CC-BY-4.0",44.493672,-0.956082,NA,"ENF",873.1,901.9,1.03298591226664
"FR-EM2","Estrees-Mons A28","ICOS-2018","CC-BY-4.0",49.8721083,3.02065,NA,"CRO",709.7,680.3,0.958574045371284
"FR-Hes","Hesse","ICOS-2018","CC-BY-4.0",48.6741,7.06465,NA,"DBF",709,796.3,1.12313117066291
"IT-BCi","Borgo Cioffi","ICOS-2018","CC-BY-4.0",40.52375,14.95744444,NA,"CRO",1046.2,1047.4,1.00114700822023
"IT-Cp2","Castelporziano2","ICOS-2018","CC-BY-4.0",41.70426559,12.35729313,NA,"EBF",1070.6,743.6,0.694563796002242
"IT-Lsn","Lison","ICOS-2018","CC-BY-4.0",45.740481,12.750297,NA,"OSH",820.5,968,1.17976843388178
"IT-SR2","San Rossore 2","ICOS-2018","CC-BY-4.0",43.732022,10.29091,NA,"ENF",1052.3,870.8,0.827520669010739
"IT-Tor","Torgnon","ICOS-2018","CC-BY-4.0",45.84444,7.57806,2160,"GRA",436.6,1222.7,2.80050389372423
"NL-Loo","Loobos","ICOS-2018","CC-BY-4.0",52.16658,5.74356,25,"ENF",642.2,862.3,1.34272812208035
"RU-Fy2","Fyodorovskoye dry spruce stand","ICOS-2018","CC-BY-4.0",56.447603,32.901878,NA,"ENF",518.1,715.2,1.38042848870874
"RU-Fyo","Fyodorovskoye","ICOS-2018","CC-BY-4.0",56.46153,32.92208,265,"ENF",517,709.1,1.3715667311412
"SE-Deg","Degero","ICOS-2018","CC-BY-4.0",64.182029,19.556539,NA,"WET",403.5,627.6,1.55539033457249
"SE-Htm","Hyltemossa","ICOS-2018","CC-BY-4.0",56.09763,13.41897,NA,"ENF",532.3,901.9,1.69434529400714
"SE-Lnn","Lanna","ICOS-2018","CC-BY-4.0",58.34062958,13.10176754,NA,"CRO",549,631.7,1.15063752276867
"SE-Nor","Norunda","ICOS-2018","CC-BY-4.0",60.08649722,17.47950278,NA,"ENF",508.9,607.6,1.1939477303989
"SE-Ros","Rosinedal-3","ICOS-2018","CC-BY-4.0",64.1725,19.738,NA,"ENF",406.9,635.5,1.56180879823052
"SE-Svb","SE-Svb","ICOS-2018","CC-BY-4.0",64.25611,19.7745,NA,"ENF",389.9,643.4,1.65016670941267
"BE-Bra","Brasschaat","ICOS-2020","CC-BY-4.0",51.30761,4.51984,16,"MF",703,840.7,1.19587482219061
"BE-Dor","Dorinne","ICOS-2020","CC-BY-4.0",50.31135,4.968591,247,"GRA",674.8,884,1.31001778304683
"BE-Lcr","Lochristi","ICOS-2020","CC-BY-4.0",51.11218,3.85043,6,"DBF",698.7,811.4,1.16129955631888
"BE-Lon","Lonzee","ICOS-2020","CC-BY-4.0",50.55162,4.746234,170,"CRO",693.3,833.8,1.20265397374874
"BE-Maa","Maasmechelen","ICOS-2020","CC-BY-4.0",50.97987,5.631851,87,"CSH",689.5,789.3,1.14474256707759
"BE-Vie","Vielsalm","ICOS-2020","CC-BY-4.0",50.30493,5.99812,493,"MF",629.2,1144.3,1.81865861411316
"CH-Aws","Alp Weissenstein","ICOS-2020","CC-BY-4.0",46.583306,9.790417,1988,"GRA",363.3,1151,3.1681805670245
"CH-Cha","Chamau","ICOS-2020","CC-BY-4.0",47.21022,8.41044,393,"GRA",678.6,1208.7,1.78116710875332
"CH-Dav","Davos","ICOS-2020","CC-BY-4.0",46.81533,9.85591,1639,"ENF",504.1,1093.9,2.17000595120016
"CH-Fru","Früebüel","ICOS-2020","CC-BY-4.0",47.11583,8.53778,982,"GRA",665.2,1410.8,2.12086590499098
"CH-Lae","Laegern","ICOS-2020","CC-BY-4.0",47.47833,8.36439,689,"MF",681.6,1175.2,1.72417840375587
"CH-Oe2","Oensingen crop","ICOS-2020","CC-BY-4.0",47.28642,7.73375,452,"CRO",680.9,1151.7,1.69143780290792
"CZ-BK1","Bily Kriz forest","ICOS-2020","CC-BY-4.0",49.50208,18.53688,875,"ENF",563,1012.8,1.79893428063943
"CZ-KrP","Kresin u Pacova","ICOS-2020","CC-BY-4.0",49.573257,15.078773,534,"CRO",686.9,594.1,0.864900276605037
"CZ-Lnz","Lanzhot","ICOS-2020","CC-BY-4.0",48.68155,16.946331,150,"DBF",814.7,664.2,0.815269424327973
"CZ-RAJ","Rajec","ICOS-2020","CC-BY-4.0",49.4437236,16.6965125,649,"ENF",680.9,615.1,0.903363195770304
"CZ-Stn","Stitna","ICOS-2020","CC-BY-4.0",49.035975,17.9699,562,"DBF",687,800.4,1.16506550218341
"CZ-wet","Trebon (CZECHWET)","ICOS-2020","CC-BY-4.0",49.02465,14.77035,426,"WET",653.5,653.9,1.00061208875287
"DE-Akm","Anklam","ICOS-2020","CC-BY-4.0",53.86617,13.68342,-1,"WET",625.1,587.8,0.940329547272436
"DE-Geb","Gebesee","ICOS-2020","CC-BY-4.0",51.09973,10.91463,161.5,"CRO",658.8,528.7,0.802519732847602
"DE-Gri","Grillenburg","ICOS-2020","CC-BY-4.0",50.95004,13.51259,385,"GRA",660.6,821.1,1.24296094459582
"DE-Hai","Hainich","ICOS-2020","CC-BY-4.0",51.07921,10.45217,430,"DBF",662.1,912.8,1.37864370940945
"DE-HoH","Hohes Holz","ICOS-2020","CC-BY-4.0",52.08656,11.22235,193,"DBF",695.1,597,0.858869227449288
"DE-Hzd","Hetzdorf","ICOS-2020","CC-BY-4.0",50.96381,13.48978,395,"DBF",677.3,789.4,1.1655101136867
"DE-Kli","Klingenberg","ICOS-2020","CC-BY-4.0",50.89306,13.52238,478,"CRO",646.4,859.2,1.32920792079208
"DE-Obe","Oberbärenburg","ICOS-2020","CC-BY-4.0",50.78666,13.72129,734,"ENF",557.8,839.5,1.50501972032987
"DE-RuR","Rollesbroich","ICOS-2020","CC-BY-4.0",50.62191,6.30413,514.7,"GRA",619.8,1108.4,1.78831881252017
"DE-RuS","Selhausen Juelich","ICOS-2020","CC-BY-4.0",50.86591,6.44714,102.755,"CRO",700.7,743.2,1.0606536320822
"DE-RuW","Wustebach","ICOS-2020","CC-BY-4.0",50.50493,6.3309627,610,"ENF",579.3,1195.8,2.06421543241844
"DE-Tha","Tharandt","ICOS-2020","CC-BY-4.0",50.96256,13.56515,385,"ENF",677.5,764.9,1.1290036900369
"DK-Gds","Gludsted Plantage","ICOS-2020","CC-BY-4.0",56.0737,9.3341,86,"ENF",570.1,826,1.44886861954043
"DK-Sor","Soroe","ICOS-2020","CC-BY-4.0",55.48587,11.64464,40,"DBF",639.4,641.7,1.00359712230216
"ES-Abr","Albuera","ICOS-2020","CC-BY-4.0",38.701839,-6.785881,279,"WSA",1342.8,562.3,0.418751861781352
"ES-Agu","Aguamarga","ICOS-2020","CC-BY-4.0",36.940046,-2.033208,202,"OSH",1298.9,248.5,0.19131572869351
"ES-Cnd","Conde","ICOS-2020","CC-BY-4.0",37.914998,-3.227659,366,"EBF",1342.7,370.5,0.275936545765994
"ES-LJu","Llano de los Juanes","ICOS-2020","CC-BY-4.0",36.92659,-2.75212,1600,"OSH",1190.6,520.9,0.437510498908113
"ES-LM1","Majadas del Tietar North","ICOS-2020","CC-BY-4.0",39.94269,-5.778683,266,"WSA",1227.8,468.9,0.381902589998371
"ES-LM2","Majadas del Tietar South","ICOS-2020","CC-BY-4.0",39.934592,-5.775881,270,"WSA",1227.8,468.9,0.381902589998371
"FI-Hyy","Hyytiala","ICOS-2020","CC-BY-4.0",61.84741,24.29477,181,"ENF",447.4,676.6,1.51229324988824
"FI-Ken","Kenttarova","ICOS-2020","CC-BY-4.0",67.98721,24.24301,347,"ENF",306.2,551,1.79947746570869
"FI-Let","Lettosuo","ICOS-2020","CC-BY-4.0",60.64183,23.95952,125,"ENF",478.1,679.1,1.4204141393014
"FI-Qvd","Qvidja","ICOS-2020","CC-BY-4.0",60.295242,22.391607,10,"CRO",525.7,687.6,1.30797032528058
"FI-Sii","Siikaneva","ICOS-2020","CC-BY-4.0",61.83265,24.19285,160,"GRA",448.2,678.9,1.51472556894244
"FI-Var","Varrio","ICOS-2020","CC-BY-4.0",67.7549,29.61,395,"ENF",319.7,598.6,1.8723803565843
"FR-Aur","Aurade","ICOS-2020","CC-BY-4.0",43.54965,1.106103,250,"CRO",957.9,797.2,0.83223718550997
"FR-Bil","Bilos","ICOS-2020","CC-BY-4.0",44.493652,-0.956092,39,"ENF",873.1,901.9,1.03298591226664
"FR-FBn","Font-Blanche","ICOS-2020","CC-BY-4.0",43.24079,5.67865,436,"MF",1221.6,639.2,0.52324819908317
"FR-Fon","Fontainebleau-Barbeau","ICOS-2020","CC-BY-4.0",48.47636,2.7801,103,"DBF",779.7,627,0.804155444401693
"FR-Gri","Grignon","ICOS-2020","CC-BY-4.0",48.84422,1.95191,125,"CRO",764.6,628.6,0.822129217891708
"FR-Hes","Hesse","ICOS-2020","CC-BY-4.0",48.6741,7.06465,310,"DBF",709,796.3,1.12313117066291
"FR-Lam","Lamasquere","ICOS-2020","CC-BY-4.0",43.496437,1.237878,180,"CRO",961.8,739.7,0.769078810563527
"FR-LGt","La Guette","ICOS-2020","CC-BY-4.0",47.322917,2.284102,153,"WET",828.6,709.1,0.855780835143616
"FR-Tou","Toulouse","ICOS-2020","CC-BY-4.0",43.572857,1.37474,158,"GRA",961.1,665.7,0.692643845593591
"GF-Guy","Guyaflux (French Guiana)","ICOS-2020","CC-BY-4.0",5.27877,-52.92486,48,"EBF",1388.5,2668.1,1.92157003961109
"GL-Dsk","Disko","ICOS-2020","CC-BY-4.0",69.25349,-53.51413,8,"OSH",183.1,425.5,2.32386673948662
"IE-Cra","Clara","ICOS-2020","CC-BY-4.0",53.3229785,-7.641769,56,"WET",557.1,1055.2,1.8940944175193
"IL-Yat","Yatir","ICOS-2020","CC-BY-4.0",31.34504459,35.05198851,657,"ENF",1586.7,274.5,0.173000567214974
"IT-BCi","Borgo Cioffi","ICOS-2020","CC-BY-4.0",40.52375,14.95744,20,"CRO",1046.2,1047.4,1.00114700822023
"IT-BFt","Bosco Fontana","ICOS-2020","CC-BY-4.0",45.197754,10.741966,23,"DBF",866,657.4,0.759122401847575
"IT-Cp2","Castelporziano2","ICOS-2020","CC-BY-4.0",41.70427,12.35729,19,"EBF",1070.6,743.6,0.694563796002242
"IT-Lav","Lavarone","ICOS-2020","CC-BY-4.0",45.9562,11.28132,1353,"ENF",666.9,576.5,0.864447443394812
"IT-Lsn","Lison","ICOS-2020","CC-BY-4.0",45.740482,12.750297,1,"OSH",820.5,968,1.17976843388178
"IT-MBo","Monte Bondone","ICOS-2020","CC-BY-4.0",46.01468,11.04583,1550,"GRA",638.4,406.9,0.637374686716792
"IT-Ren","Renon","ICOS-2020","CC-BY-4.0",46.58686,11.43369,1730,"ENF",518.1,686,1.32406871260374
"IT-SR2","San Rossore 2","ICOS-2020","CC-BY-4.0",43.73202,10.29091,4,"ENF",1052.3,870.8,0.827520669010739
"IT-Tor","Torgnon","ICOS-2020","CC-BY-4.0",45.84444,7.57806,2160,"GRA",436.6,1222.7,2.80050389372423
"RU-Fy2","Fyodorovskoye dry spruce","ICOS-2020","CC-BY-4.0",56.4476,32.9019,276,"ENF",518.1,715.2,1.38042848870874
"RU-Fyo","Fyodorovskoye","ICOS-2020","CC-BY-4.0",56.46153,32.92208,265,"ENF",517,709.1,1.3715667311412
"SE-Deg","Degero","ICOS-2020","CC-BY-4.0",64.182029,19.556539,270,"WET",403.5,627.6,1.55539033457249
"SE-Htm","Hyltemossa","ICOS-2020","CC-BY-4.0",56.09763,13.41897,115,"ENF",532.3,901.9,1.69434529400714
"SE-Nor","Norunda","ICOS-2020","CC-BY-4.0",60.0865,17.479504,45,"ENF",508.9,607.6,1.1939477303989
"SE-Ros","Rosinedal-3","ICOS-2020","CC-BY-4.0",64.1725,19.738,157,"ENF",406.9,635.5,1.56180879823052
"SE-Svb","Svartberget","ICOS-2020","CC-BY-4.0",64.25611,19.7745,267,"ENF",389.9,643.4,1.65016670941267
